g_p,g_r,d,rho,eps,C,mean_train,std_train,mean_test,std_test,time,sv_ratio
0.010,0.100,4,0.5,0.1,0.10,1.729,0.009,1.753,0.142,3.40,0.94
0.010,0.100,5,0.5,0.1,0.10,1.729,0.009,1.753,0.142,3.62,0.94
0.010,0.100,1,0.7,0.1,0.10,1.750,0.019,1.769,0.134,2.03,0.94
0.100,0.010,3,0.2,0.1,0.10,1.747,0.031,1.770,0.130,3.60,0.95
0.100,0.010,1,0.1,0.1,0.10,1.753,0.019,1.770,0.134,2.33,0.94
0.100,0.010,3,0.3,0.1,0.10,1.755,0.032,1.783,0.139,3.44,0.96
0.100,0.010,3,0.1,0.1,0.10,1.780,0.029,1.798,0.135,3.38,0.96
0.100,0.010,3,0.4,0.1,0.10,1.773,0.034,1.805,0.142,3.61,0.96
0.100,0.010,3,0.5,0.1,0.10,1.798,0.034,1.834,0.146,3.59,0.96
0.100,0.100,3,0.9,0.1,0.10,1.786,0.036,1.839,0.150,4.09,0.95
0.010,0.010,2,0.9,0.1,1.00,1.829,0.025,1.843,0.138,2.50,0.94
0.100,0.100,5,0.7,0.1,0.10,1.778,0.035,1.857,0.174,3.68,0.94
0.100,0.010,3,0.6,0.1,0.10,1.829,0.036,1.867,0.146,3.43,0.96
0.100,0.010,4,0.1,0.1,0.10,1.848,0.024,1.867,0.140,3.96,0.95
0.100,0.100,4,0.7,0.1,0.10,1.820,0.027,1.876,0.132,4.00,0.95
0.100,0.010,5,0.9,0.1,1.00,1.680,0.042,1.878,0.212,4.46,0.95
0.100,0.010,4,0.2,0.1,0.10,1.865,0.025,1.888,0.138,4.00,0.96
0.100,0.010,5,0.1,0.1,0.10,1.874,0.035,1.898,0.136,4.11,0.95
0.100,0.010,3,0.7,0.1,0.10,1.863,0.038,1.909,0.149,3.54,0.95
0.100,0.010,2,0.1,0.1,0.10,1.908,0.023,1.923,0.142,2.54,0.96
0.010,0.100,1,0.8,0.1,0.10,1.917,0.021,1.935,0.150,1.87,0.95
0.100,0.010,3,0.8,0.1,0.10,1.900,0.037,1.951,0.152,3.71,0.96
0.100,0.010,2,0.2,0.1,0.10,1.944,0.024,1.961,0.139,2.50,0.95
0.100,0.010,5,0.2,0.1,0.10,1.934,0.038,1.966,0.158,4.18,0.95
0.010,0.010,3,0.9,0.1,1.00,1.957,0.029,1.969,0.141,4.21,0.96
0.010,0.100,2,0.6,0.1,0.10,1.949,0.018,1.973,0.156,2.23,0.94
0.010,0.100,3,0.6,0.1,0.10,1.953,0.017,1.977,0.156,3.34,0.94
0.010,0.100,4,0.6,0.1,0.10,1.959,0.019,1.983,0.156,3.48,0.94
0.010,0.100,5,0.6,0.1,0.10,1.959,0.019,1.983,0.156,3.57,0.94
0.100,0.010,3,0.9,0.1,0.10,1.938,0.037,1.991,0.155,3.97,0.96
0.100,0.100,2,0.7,0.1,0.10,1.964,0.023,2.001,0.159,2.61,0.96
0.010,0.010,4,0.9,0.1,1.00,1.991,0.025,2.003,0.145,4.06,0.96
0.010,0.010,5,0.9,0.1,1.00,1.994,0.026,2.006,0.145,4.01,0.96
0.100,0.010,4,0.3,0.1,0.10,1.989,0.019,2.017,0.138,4.00,0.95
0.010,0.010,1,0.1,0.1,0.10,2.022,0.029,2.032,0.144,2.33,0.97
0.100,0.010,5,0.3,0.1,0.10,2.009,0.039,2.052,0.177,4.30,0.96
0.100,0.010,2,0.3,0.1,0.10,2.043,0.016,2.062,0.145,2.56,0.95
0.010,0.010,1,0.2,0.1,0.10,2.055,0.028,2.065,0.147,2.29,0.96
0.010,0.010,2,0.1,0.1,0.10,2.072,0.023,2.083,0.154,2.90,0.95
0.010,0.010,3,0.1,0.1,0.10,2.073,0.023,2.084,0.153,3.47,0.95
0.010,0.010,4,0.1,0.1,0.10,2.074,0.024,2.085,0.153,2.85,0.95
0.010,0.010,5,0.1,0.1,0.10,2.074,0.024,2.085,0.153,2.78,0.95
0.100,0.100,5,0.8,0.1,0.10,2.008,0.039,2.089,0.192,3.86,0.95
0.010,0.010,1,0.3,0.1,0.10,2.093,0.022,2.103,0.156,2.71,0.95
0.100,0.010,5,0.4,0.1,0.10,2.092,0.044,2.144,0.180,4.26,0.96
0.010,0.010,1,0.4,0.1,0.10,2.138,0.024,2.149,0.156,2.63,0.95
0.010,0.100,1,0.9,0.1,0.10,2.173,0.031,2.187,0.157,2.07,0.96
0.010,0.010,1,0.5,0.1,0.10,2.187,0.025,2.197,0.157,2.61,0.95
0.010,0.010,2,0.2,0.1,0.10,2.192,0.029,2.202,0.156,3.07,0.95
0.010,0.010,3,0.2,0.1,0.10,2.194,0.029,2.204,0.157,3.31,0.95
0.010,0.010,4,0.2,0.1,0.10,2.196,0.029,2.207,0.157,2.72,0.95
0.010,0.010,5,0.2,0.1,0.10,2.196,0.029,2.207,0.157,2.89,0.95
0.100,0.010,4,0.4,0.1,0.10,2.188,0.016,2.227,0.145,4.36,0.96
0.100,0.010,5,0.5,0.1,0.10,2.185,0.047,2.244,0.189,4.09,0.97
0.010,0.010,1,0.6,0.1,0.10,2.241,0.026,2.250,0.160,2.88,0.96
0.100,0.010,2,0.4,0.1,0.10,2.247,0.014,2.270,0.157,2.54,0.95
0.010,0.010,1,0.7,0.1,0.10,2.300,0.033,2.309,0.153,2.72,0.96
0.010,0.010,2,0.3,0.1,0.10,2.350,0.030,2.359,0.161,3.06,0.96
0.100,0.010,5,0.6,0.1,0.10,2.293,0.052,2.360,0.192,4.18,0.96
0.010,0.010,3,0.3,0.1,0.10,2.356,0.032,2.365,0.159,3.40,0.96
0.010,0.010,4,0.3,0.1,0.10,2.358,0.032,2.368,0.160,2.73,0.96
0.010,0.010,5,0.3,0.1,0.10,2.359,0.032,2.368,0.160,2.78,0.96
0.010,0.100,3,0.7,0.1,0.10,2.348,0.018,2.370,0.186,3.09,0.95
0.010,0.100,2,0.7,0.1,0.10,2.349,0.017,2.372,0.188,2.27,0.95
0.010,0.010,1,0.8,0.1,0.10,2.372,0.032,2.381,0.159,2.80,0.96
0.010,0.100,4,0.7,0.1,0.10,2.363,0.017,2.385,0.189,3.53,0.95
0.010,0.100,5,0.7,0.1,0.10,2.363,0.017,2.385,0.189,3.68,0.95
0.100,0.100,5,0.9,0.1,0.10,2.343,0.049,2.422,0.200,4.17,0.97
0.010,0.010,1,0.9,0.1,0.10,2.451,0.038,2.460,0.152,3.37,0.96
0.100,0.010,5,0.7,0.1,0.10,2.412,0.054,2.482,0.196,3.92,0.96
0.100,0.010,4,0.5,0.1,0.10,2.488,0.017,2.533,0.151,4.27,0.96
0.100,0.100,4,0.8,0.1,0.10,2.509,0.016,2.569,0.145,3.79,0.97
0.010,0.010,2,0.4,0.1,0.10,2.584,0.035,2.595,0.166,3.09,0.97
0.010,0.010,3,0.4,0.1,0.10,2.588,0.034,2.599,0.166,3.21,0.97
0.010,0.010,4,0.4,0.1,0.10,2.594,0.035,2.605,0.166,2.96,0.97
0.010,0.010,5,0.4,0.1,0.10,2.594,0.035,2.605,0.166,3.01,0.97
0.100,0.010,2,0.5,0.1,0.10,2.590,0.019,2.615,0.165,2.41,0.96
0.100,0.010,5,0.8,0.1,0.10,2.546,0.052,2.619,0.201,4.06,0.97
0.100,0.010,5,0.9,0.1,0.10,2.689,0.054,2.772,0.203,4.12,0.98
0.100,0.100,2,0.8,0.1,0.10,2.758,0.014,2.799,0.196,2.80,0.97
0.100,0.010,4,0.6,0.1,0.10,2.863,0.026,2.912,0.150,3.97,0.96
0.010,0.010,3,0.5,0.1,0.10,2.948,0.034,2.960,0.177,3.22,0.97
0.010,0.010,2,0.5,0.1,0.10,2.952,0.037,2.964,0.173,2.11,0.97
0.010,0.010,4,0.5,0.1,0.10,2.961,0.035,2.974,0.176,2.92,0.97
0.010,0.010,5,0.5,0.1,0.10,2.961,0.035,2.974,0.176,3.00,0.97
0.100,0.010,2,0.6,0.1,0.10,3.070,0.022,3.110,0.190,2.50,0.97
0.010,0.100,3,0.8,0.1,0.10,3.188,0.041,3.212,0.199,3.10,0.97
0.010,0.100,2,0.8,0.1,0.10,3.202,0.040,3.227,0.202,2.28,0.97
0.010,0.100,4,0.8,0.1,0.10,3.212,0.040,3.236,0.201,3.45,0.97
0.010,0.100,5,0.8,0.1,0.10,3.212,0.040,3.236,0.201,3.59,0.97
0.100,0.010,4,0.7,0.1,0.10,3.324,0.035,3.379,0.150,4.21,0.97
0.010,0.010,3,0.6,0.1,0.10,3.434,0.033,3.448,0.186,3.20,0.97
0.010,0.010,2,0.6,0.1,0.10,3.445,0.036,3.460,0.184,2.19,0.97
0.010,0.010,4,0.6,0.1,0.10,3.452,0.035,3.466,0.185,2.88,0.97
0.010,0.010,5,0.6,0.1,0.10,3.452,0.034,3.466,0.185,2.97,0.97
0.100,0.100,4,0.9,0.1,0.10,3.562,0.037,3.625,0.150,4.03,0.98
0.100,0.010,2,0.7,0.1,0.10,3.679,0.037,3.740,0.197,2.31,0.97
0.100,0.010,4,0.8,0.1,0.10,3.855,0.038,3.916,0.156,4.17,0.98
0.010,0.010,3,0.7,0.1,0.10,4.062,0.036,4.078,0.202,2.87,0.98
0.010,0.010,2,0.7,0.1,0.10,4.081,0.037,4.097,0.202,2.55,0.98
0.010,0.010,5,0.7,0.1,0.10,4.086,0.037,4.101,0.202,2.98,0.98
0.010,0.010,4,0.7,0.1,0.10,4.086,0.037,4.101,0.202,2.83,0.98
0.100,0.100,2,0.9,0.1,0.10,4.118,0.046,4.200,0.218,2.60,0.98
0.100,0.010,2,0.8,0.1,0.10,4.362,0.039,4.446,0.224,2.28,0.98
0.100,0.010,4,0.9,0.1,0.10,4.428,0.037,4.499,0.173,4.16,0.98
0.010,0.100,3,0.9,0.1,0.10,4.551,0.048,4.569,0.218,3.40,0.97
0.010,0.100,2,0.9,0.1,0.10,4.576,0.048,4.595,0.219,2.25,0.97
0.010,0.100,5,0.9,0.1,0.10,4.582,0.048,4.600,0.219,3.62,0.97
0.010,0.100,4,0.9,0.1,0.10,4.582,0.048,4.601,0.219,3.55,0.97
0.010,0.010,3,0.8,0.1,0.10,4.784,0.045,4.799,0.212,2.76,0.98
0.010,0.010,2,0.8,0.1,0.10,4.806,0.045,4.822,0.214,2.34,0.98
0.010,0.010,5,0.8,0.1,0.10,4.812,0.045,4.827,0.214,2.81,0.98
0.010,0.010,4,0.8,0.1,0.10,4.812,0.045,4.828,0.214,2.98,0.98
0.100,0.010,2,0.9,0.1,0.10,5.088,0.045,5.197,0.245,2.26,0.98
0.010,0.010,3,0.9,0.1,0.10,5.563,0.050,5.578,0.224,2.76,0.98
0.010,0.010,2,0.9,0.1,0.10,5.590,0.051,5.607,0.225,3.06,0.98
0.010,0.010,5,0.9,0.1,0.10,5.596,0.050,5.611,0.225,2.98,0.98
0.010,0.010,4,0.9,0.1,0.10,5.596,0.050,5.611,0.225,3.01,0.98
