g_p,g_r,d,rho,eps,C,mean_train,std_train,mean_test,std_test,time,sv_ratio
0.100,0.010,2,0.5,0.1,0.10,1.076,0.014,1.093,0.058,1.70,0.93
0.100,0.010,4,0.9,0.1,1.00,0.993,0.021,1.095,0.100,2.70,0.93
0.100,0.010,1,0.5,0.1,0.10,1.087,0.016,1.099,0.072,1.81,0.93
0.010,0.010,3,0.8,0.1,1.00,1.090,0.019,1.099,0.068,2.40,0.94
0.010,0.010,4,0.8,0.1,1.00,1.091,0.018,1.100,0.070,2.35,0.94
0.010,0.010,5,0.8,0.1,1.00,1.093,0.018,1.102,0.070,2.36,0.94
0.100,0.010,2,0.3,0.1,0.10,1.089,0.014,1.103,0.060,1.71,0.94
0.100,0.010,2,0.6,0.1,0.10,1.086,0.013,1.105,0.061,1.75,0.94
0.100,0.010,1,0.4,0.1,0.10,1.097,0.018,1.108,0.071,1.76,0.94
0.100,0.010,3,0.8,0.1,1.00,1.038,0.017,1.108,0.082,2.55,0.93
0.100,0.100,3,0.8,0.1,0.10,1.080,0.017,1.111,0.075,2.37,0.94
0.100,0.010,2,0.7,0.1,0.10,1.104,0.013,1.123,0.063,1.75,0.94
0.100,0.010,1,0.3,0.1,0.10,1.116,0.017,1.126,0.073,1.78,0.94
0.100,0.010,2,0.2,0.1,0.10,1.113,0.014,1.128,0.063,1.74,0.94
0.100,0.010,2,0.8,0.1,0.10,1.131,0.013,1.152,0.067,1.70,0.94
0.100,0.010,1,0.2,0.1,0.10,1.147,0.019,1.157,0.070,1.74,0.95
0.010,0.100,2,0.7,0.1,0.10,1.144,0.015,1.162,0.055,1.64,0.94
0.010,0.010,2,0.9,0.1,1.00,1.151,0.015,1.163,0.062,1.77,0.93
0.010,0.100,1,0.8,0.1,0.10,1.150,0.014,1.165,0.057,1.77,0.94
0.010,0.100,3,0.7,0.1,0.10,1.154,0.014,1.172,0.055,2.37,0.94
0.010,0.100,4,0.7,0.1,0.10,1.156,0.014,1.174,0.055,2.39,0.94
0.010,0.100,5,0.7,0.1,0.10,1.156,0.014,1.174,0.055,2.38,0.94
0.100,0.100,5,0.8,0.1,0.10,1.126,0.021,1.180,0.081,2.51,0.95
0.100,0.010,4,0.3,0.1,0.10,1.154,0.016,1.181,0.077,2.21,0.94
0.100,0.010,2,0.1,0.1,0.10,1.170,0.015,1.181,0.063,1.74,0.94
0.100,0.010,4,0.2,0.1,0.10,1.160,0.016,1.182,0.072,2.26,0.94
0.100,0.010,2,0.9,0.1,0.10,1.175,0.015,1.196,0.071,1.71,0.93
0.100,0.010,4,0.4,0.1,0.10,1.168,0.018,1.198,0.080,2.38,0.94
0.100,0.010,4,0.1,0.1,0.10,1.186,0.019,1.202,0.064,2.19,0.93
0.100,0.010,3,0.9,0.1,1.00,1.135,0.018,1.213,0.087,2.46,0.95
0.100,0.010,1,0.1,0.1,0.10,1.206,0.020,1.216,0.065,1.77,0.94
0.100,0.100,4,0.9,0.1,0.10,1.173,0.020,1.218,0.093,2.98,0.93
0.100,0.010,4,0.5,0.1,0.10,1.188,0.020,1.220,0.089,2.39,0.94
0.100,0.010,4,0.6,0.1,0.10,1.210,0.021,1.245,0.094,2.44,0.94
0.100,0.010,4,0.7,0.1,0.10,1.241,0.022,1.280,0.100,2.49,0.94
0.100,0.100,3,0.9,0.1,0.10,1.251,0.020,1.287,0.079,2.29,0.95
0.100,0.010,5,0.9,0.1,1.00,1.133,0.026,1.291,0.125,2.89,0.95
0.100,0.010,4,0.8,0.1,0.10,1.281,0.024,1.322,0.106,2.52,0.94
0.100,0.010,3,0.1,0.1,0.10,1.312,0.022,1.325,0.061,2.29,0.96
0.100,0.010,3,0.2,0.1,0.10,1.317,0.022,1.336,0.069,2.31,0.96
0.100,0.010,3,0.3,0.1,0.10,1.329,0.022,1.351,0.072,2.29,0.96
0.100,0.010,5,0.1,0.1,0.10,1.335,0.021,1.355,0.065,2.45,0.96
0.010,0.010,3,0.9,0.1,1.00,1.349,0.022,1.361,0.056,2.32,0.96
0.010,0.010,4,0.9,0.1,1.00,1.359,0.019,1.371,0.058,2.35,0.95
0.100,0.010,3,0.4,0.1,0.10,1.348,0.022,1.373,0.073,2.37,0.96
0.010,0.010,5,0.9,0.1,1.00,1.363,0.019,1.375,0.058,2.49,0.95
0.100,0.010,4,0.9,0.1,0.10,1.337,0.026,1.382,0.116,2.53,0.94
0.100,0.010,5,0.2,0.1,0.10,1.364,0.022,1.394,0.066,2.52,0.96
0.010,0.100,2,0.8,0.1,0.10,1.381,0.017,1.397,0.050,1.66,0.94
0.010,0.100,1,0.9,0.1,0.10,1.385,0.017,1.398,0.055,1.80,0.95
0.100,0.010,3,0.5,0.1,0.10,1.372,0.023,1.399,0.074,2.20,0.96
0.010,0.010,1,0.1,0.1,0.10,1.396,0.019,1.407,0.056,1.74,0.96
0.100,0.010,3,0.6,0.1,0.10,1.394,0.023,1.423,0.076,2.26,0.96
0.010,0.100,3,0.8,0.1,0.10,1.409,0.014,1.424,0.052,2.36,0.94
0.010,0.100,4,0.8,0.1,0.10,1.411,0.014,1.427,0.052,2.35,0.94
0.010,0.100,5,0.8,0.1,0.10,1.412,0.014,1.427,0.052,2.54,0.94
0.010,0.010,2,0.1,0.1,0.10,1.426,0.019,1.437,0.053,1.80,0.96
0.010,0.010,1,0.2,0.1,0.10,1.430,0.020,1.441,0.053,1.78,0.96
0.010,0.010,3,0.1,0.1,0.10,1.431,0.019,1.442,0.053,2.32,0.96
0.100,0.010,5,0.3,0.1,0.10,1.404,0.024,1.442,0.070,2.59,0.96
0.010,0.010,4,0.1,0.1,0.10,1.431,0.019,1.442,0.054,2.43,0.96
0.010,0.010,5,0.1,0.1,0.10,1.431,0.019,1.443,0.054,2.69,0.96
0.100,0.100,5,0.9,0.1,0.10,1.385,0.025,1.444,0.091,2.46,0.96
0.100,0.010,3,0.7,0.1,0.10,1.416,0.024,1.449,0.079,2.20,0.96
0.100,0.010,3,0.8,0.1,0.10,1.439,0.024,1.473,0.080,2.24,0.96
0.010,0.010,1,0.3,0.1,0.10,1.468,0.019,1.479,0.055,1.84,0.97
0.100,0.010,5,0.4,0.1,0.10,1.448,0.025,1.491,0.071,2.52,0.97
0.100,0.010,3,0.9,0.1,0.10,1.463,0.025,1.500,0.081,2.24,0.96
0.010,0.010,2,0.2,0.1,0.10,1.502,0.019,1.513,0.052,1.72,0.97
0.010,0.010,1,0.4,0.1,0.10,1.509,0.022,1.521,0.050,1.73,0.97
0.010,0.010,3,0.2,0.1,0.10,1.514,0.018,1.527,0.053,2.42,0.97
0.010,0.010,4,0.2,0.1,0.10,1.515,0.018,1.527,0.053,2.37,0.97
0.010,0.010,5,0.2,0.1,0.10,1.515,0.018,1.528,0.053,2.78,0.97
0.100,0.010,5,0.5,0.1,0.10,1.492,0.024,1.538,0.075,2.57,0.97
0.010,0.010,1,0.5,0.1,0.10,1.553,0.020,1.566,0.050,1.73,0.97
0.100,0.010,5,0.6,0.1,0.10,1.540,0.026,1.591,0.079,2.53,0.97
0.010,0.010,2,0.3,0.1,0.10,1.595,0.020,1.609,0.050,1.72,0.96
0.010,0.010,1,0.6,0.1,0.10,1.603,0.020,1.617,0.049,1.78,0.97
0.010,0.010,3,0.3,0.1,0.10,1.614,0.021,1.628,0.049,2.33,0.97
0.010,0.010,4,0.3,0.1,0.10,1.615,0.021,1.629,0.049,2.45,0.97
0.010,0.010,5,0.3,0.1,0.10,1.615,0.021,1.629,0.049,2.66,0.97
0.100,0.010,5,0.7,0.1,0.10,1.591,0.028,1.646,0.081,2.46,0.97
0.010,0.010,1,0.7,0.1,0.10,1.652,0.021,1.667,0.048,1.74,0.97
0.100,0.010,5,0.8,0.1,0.10,1.644,0.028,1.702,0.085,2.42,0.96
0.010,0.010,2,0.4,0.1,0.10,1.702,0.020,1.717,0.044,1.72,0.97
0.010,0.010,1,0.8,0.1,0.10,1.706,0.020,1.720,0.045,1.84,0.97
0.010,0.010,3,0.4,0.1,0.10,1.731,0.020,1.746,0.044,2.49,0.97
0.010,0.010,4,0.4,0.1,0.10,1.732,0.019,1.747,0.044,2.74,0.97
0.010,0.010,5,0.4,0.1,0.10,1.732,0.019,1.747,0.044,2.66,0.97
0.100,0.010,5,0.9,0.1,0.10,1.699,0.028,1.760,0.088,2.54,0.96
0.010,0.010,1,0.9,0.1,0.10,1.764,0.018,1.779,0.046,1.79,0.97
0.010,0.010,2,0.5,0.1,0.10,1.823,0.017,1.837,0.045,1.62,0.97
0.010,0.010,3,0.5,0.1,0.10,1.859,0.017,1.874,0.043,2.51,0.97
0.010,0.010,4,0.5,0.1,0.10,1.861,0.017,1.876,0.043,2.76,0.97
0.010,0.010,5,0.5,0.1,0.10,1.861,0.017,1.876,0.043,2.70,0.97
0.010,0.100,2,0.9,0.1,0.10,1.873,0.016,1.886,0.046,1.70,0.96
0.010,0.100,3,0.9,0.1,0.10,1.937,0.014,1.949,0.044,2.36,0.97
0.010,0.100,4,0.9,0.1,0.10,1.940,0.014,1.953,0.044,2.30,0.97
0.010,0.100,5,0.9,0.1,0.10,1.941,0.014,1.954,0.044,2.56,0.97
0.010,0.010,2,0.6,0.1,0.10,1.950,0.015,1.963,0.043,1.66,0.98
0.010,0.010,3,0.6,0.1,0.10,1.994,0.015,2.008,0.042,2.48,0.98
0.010,0.010,4,0.6,0.1,0.10,1.996,0.015,2.010,0.042,2.71,0.98
0.010,0.010,5,0.6,0.1,0.10,1.997,0.015,2.011,0.042,2.72,0.98
0.010,0.010,2,0.7,0.1,0.10,2.088,0.013,2.100,0.042,1.79,0.98
0.010,0.010,3,0.7,0.1,0.10,2.141,0.012,2.153,0.041,2.52,0.98
0.010,0.010,4,0.7,0.1,0.10,2.144,0.012,2.156,0.041,2.73,0.98
0.010,0.010,5,0.7,0.1,0.10,2.145,0.012,2.157,0.041,2.40,0.98
0.010,0.010,2,0.8,0.1,0.10,2.234,0.011,2.244,0.042,1.74,0.98
0.010,0.010,3,0.8,0.1,0.10,2.296,0.010,2.307,0.041,2.36,0.97
0.010,0.010,4,0.8,0.1,0.10,2.300,0.010,2.311,0.040,2.61,0.97
0.010,0.010,5,0.8,0.1,0.10,2.301,0.010,2.312,0.040,2.44,0.97
0.010,0.010,2,0.9,0.1,0.10,2.393,0.010,2.402,0.043,1.65,0.97
0.010,0.010,3,0.9,0.1,0.10,2.463,0.009,2.473,0.043,2.32,0.98
0.010,0.010,4,0.9,0.1,0.10,2.468,0.009,2.478,0.043,2.83,0.98
0.010,0.010,5,0.9,0.1,0.10,2.469,0.009,2.479,0.043,2.45,0.98
