,units,layers,learning_rate,activation_function,lambda_reg,mean_val_loss,std_val_loss
761,16,5,0.001,relu,0.0,1.2044264078140259,0.07944420032891054
762,16,4,0.01,elu,0.005,1.4157516002655028,0.07091069038039463
763,16,5,0.0001,relu,0.001,1.2830501317977905,0.07726844336280021
764,16,4,0.01,elu,0.01,1.518951940536499,0.11813032445388441
765,1,3,0.0001,elu,0.0,3.8120232105255125,1.6552712703782198
766,16,4,0.01,leakyrelu,0.0,1.2834532737731934,0.10886485217961099
767,16,5,0.001,relu,1e-05,1.2112344026565551,0.06822956174360992
768,16,4,0.0001,relu,0.005,1.3970099449157716,0.09286803997235812
769,16,3,0.0001,elu,1e-05,1.182949995994568,0.0899679809899748
770,16,4,0.01,leakyrelu,1e-05,1.2568162202835083,0.07169479055497421
771,64,1,0.0001,elu,0.0001,1.225595736503601,0.07157097915620105
772,16,4,0.01,leakyrelu,0.0001,1.3044754981994628,0.12322532773637053
773,4,4,0.0001,elu,0.005,1.5334936141967774,0.13909298663788883
774,16,5,0.001,relu,0.0001,1.2270091772079468,0.09342976864913248
775,16,4,0.01,leakyrelu,0.001,1.327790665626526,0.1035793107481981
776,16,5,0.001,relu,0.001,1.280596423149109,0.09181410939433685
777,16,4,0.01,leakyrelu,0.005,1.4140950202941895,0.09314877219125743
778,16,4,0.01,leakyrelu,0.01,1.5322853326797485,0.1072917198896871
779,1,4,0.0001,elu,0.0,6.383898019790649,1.659335455040589
780,16,4,0.1,relu,0.0,1.6435824155807495,0.42260494924782344
781,16,5,0.001,relu,0.005,1.406523084640503,0.0793926604371018
782,16,4,0.1,relu,1e-05,1.5664967060089112,0.14175685904985644
783,64,1,0.01,relu,0.005,1.4590538263320922,0.026123625831094555
784,4,5,0.0001,elu,0.001,1.3581217288970948,0.0800794690129959
785,64,1,0.01,relu,0.01,1.598318910598755,0.08794815103749358
786,16,2,0.0001,leakyrelu,0.0001,1.2554147720336915,0.06510807455044897
787,16,5,0.001,relu,0.01,1.4920336246490478,0.08429535190705963
788,64,1,0.01,elu,0.0,1.2375994443893432,0.0378697720099206
789,64,1,0.01,elu,1e-05,1.2190373897552491,0.058654893969388056
790,16,5,0.0001,relu,0.005,1.4375810384750367,0.07440179561690248
791,16,5,0.001,elu,0.0,1.1581451177597046,0.09466840157812753
792,64,1,0.0001,relu,0.0,1.213899517059326,0.06543508738672608
793,16,3,0.0001,elu,0.0001,1.197046732902527,0.07052855832721797
794,64,1,0.01,elu,0.0001,1.2707862615585328,0.10457436235051971
795,64,1,0.01,elu,0.001,1.3392367601394652,0.03440433644421932
796,16,5,0.001,elu,1e-05,1.1639933347702027,0.09197203277650266
797,64,1,0.01,elu,0.005,1.468338131904602,0.06627856055747701
798,16,5,0.001,elu,0.0001,1.175849723815918,0.09064891428049507
799,1,2,0.0001,elu,1e-05,3.985232925415039,1.3721581277027926
800,1,4,0.0001,leakyrelu,0.001,3.063153314590454,0.06799517349341946
801,64,1,0.01,elu,0.01,1.5443352222442628,0.07403649853873728
802,16,4,0.0001,relu,0.01,1.5141751289367675,0.06971435870372196
803,16,5,0.001,elu,0.001,1.2771566390991211,0.07325883748472325
804,64,1,0.01,leakyrelu,0.0,1.3426222324371337,0.11566168894921958
805,4,1,0.0001,elu,0.0001,1.4223488092422485,0.051194960156426515
806,64,1,0.01,leakyrelu,1e-05,1.2366348266601563,0.07740689641014126
807,64,1,0.01,leakyrelu,0.0001,1.236061191558838,0.08425057236852375
808,16,5,0.001,elu,0.005,1.3974639892578125,0.08729300541197907
809,4,3,0.0001,leakyrelu,0.01,1.6184895277023315,0.12067400622437571
810,64,1,0.01,leakyrelu,0.001,1.3201751232147216,0.06258940769901428
811,64,1,0.0001,elu,0.001,1.306803035736084,0.06669518646205057
812,64,1,0.01,leakyrelu,0.005,1.4755723476409912,0.08191626061601263
813,1,5,0.0001,elu,1e-05,5.576952743530273,2.0484847338861
814,64,1,0.01,leakyrelu,0.01,1.6114218711853028,0.09807393240609849
815,64,1,0.1,relu,0.0,1.4258411407470704,0.09068612022856581
816,4,2,0.0001,elu,0.001,1.460037064552307,0.15747575331374297
817,16,5,0.001,elu,0.01,1.511630129814148,0.06257616823365272
818,64,1,0.1,relu,1e-05,1.4934465646743775,0.09447955534897082
819,16,3,0.0001,elu,0.001,1.2533194303512574,0.07301446224965798
820,64,1,0.1,relu,0.0001,1.4570991277694703,0.23044222748486967
821,64,1,0.1,relu,0.001,1.4222141981124878,0.10952841725794116
822,1,1,0.0001,elu,0.0001,3.8195167064666746,0.5386160128424554
823,16,4,0.0001,elu,0.0,1.18231303691864,0.06617664284617823
824,16,1,0.0001,elu,1e-05,1.2601929664611817,0.07839975876361788
825,16,5,0.001,leakyrelu,0.0,1.1916531324386597,0.08538330573388898
826,4,3,0.001,relu,0.0,1.953741765022278,0.7307622100390304
827,64,1,0.1,relu,0.005,1.602814269065857,0.20987418953411532
828,16,2,0.0001,leakyrelu,0.001,1.334323525428772,0.0763322973018854
829,4,4,0.0001,elu,0.01,1.8342145442962647,0.344947576341596
830,64,1,0.1,relu,0.01,1.7386875867843627,0.19335321740375996
831,16,5,0.0001,relu,0.01,1.5060550928115846,0.06994479023120831
832,64,1,0.1,elu,0.0,1.5306326627731324,0.1525387873555708
833,64,1,0.0001,relu,1e-05,1.2094653367996215,0.07206604471800747
834,64,1,0.1,elu,1e-05,1.5863832473754882,0.2626209561443394
835,16,5,0.001,leakyrelu,1e-05,1.1933430194854737,0.0826202993331983
836,1,3,0.0001,elu,1e-05,3.184457778930664,0.37584160156517316
837,64,1,0.1,elu,0.0001,1.513550591468811,0.17986208430649522
838,4,3,0.001,relu,1e-05,1.3689376354217528,0.10113493271859021
839,64,1,0.1,elu,0.001,1.5981116533279418,0.12777106195566076
840,64,1,0.1,elu,0.005,1.6575024366378783,0.1366952010062655
841,16,5,0.001,leakyrelu,0.0001,1.2227134227752685,0.08422414243768385
842,4,5,0.0001,elu,0.005,1.5068902254104615,0.057070430540463624
843,64,1,0.1,elu,0.01,1.6926798820495605,0.05336384207857583
844,64,1,0.1,leakyrelu,0.0,1.4912246465682983,0.14479517699343997
845,64,1,0.1,leakyrelu,1e-05,1.549594807624817,0.1590902044573427
846,1,4,0.0001,elu,1e-05,4.623652935028076,1.9777084352489847
847,64,1,0.1,leakyrelu,0.0001,1.5917094945907593,0.20932933522844474
848,16,5,0.001,leakyrelu,0.001,1.255317711830139,0.09252372512066781
849,16,5,0.0001,elu,0.0,1.170995569229126,0.08892443356005265
850,64,1,0.1,leakyrelu,0.001,1.6224378585815429,0.23712912814777637
851,64,1,0.1,leakyrelu,0.005,1.6367888927459717,0.11033586516072637
852,4,3,0.001,relu,0.0001,2.508363199234009,2.3082700039455064
853,64,1,0.1,leakyrelu,0.01,1.7765170812606812,0.18795090191289973
854,16,5,0.001,leakyrelu,0.005,1.426995539665222,0.1089746407403572
855,16,4,0.0001,elu,1e-05,1.1568351984024048,0.07984028676763132
856,64,2,0.001,leakyrelu,0.0001,1.2158515214920045,0.09566384963573597
857,16,3,0.0001,elu,0.005,1.4278248071670532,0.07699938528112026
858,1,2,0.0001,elu,0.0001,5.669424057006836,1.9703350821998231
859,4,3,0.001,relu,0.001,1.3463113069534303,0.07849304566691431
860,64,1,0.0001,elu,0.005,1.474758267402649,0.08313364677814412
861,16,5,0.001,leakyrelu,0.01,1.5089563608169556,0.09989917801458692
862,64,2,0.0001,relu,0.0,1.2135032892227173,0.0999400603889657
863,64,1,0.0001,relu,0.0001,1.2448470830917358,0.09030039233211873
864,16,5,0.01,relu,0.0,1.287001132965088,0.12725612452773677
865,64,2,0.001,leakyrelu,0.001,1.280890440940857,0.0967192923417994
866,16,5,0.01,relu,1e-05,1.2848383426666259,0.10573180229687294
867,16,5,0.01,relu,0.0001,1.2863001585006715,0.06792155799125185
868,16,5,0.0001,elu,1e-05,1.1658509016036986,0.08202492667077478
869,16,5,0.01,relu,0.001,1.3411572694778442,0.11112182332691721
870,64,2,0.001,leakyrelu,0.005,1.3994172811508179,0.08049380202068816
871,4,1,0.0001,elu,0.001,1.5722205877304076,0.10266777317615589
872,4,3,0.001,relu,0.005,1.4457927942276,0.07734413457789002
873,16,5,0.01,relu,0.005,1.517756962776184,0.09873977065148014
874,16,5,0.01,relu,0.01,1.5491713523864745,0.09614121526514265
875,16,5,0.01,elu,0.0,1.2275272846221923,0.12427544766303833
876,16,2,0.0001,leakyrelu,0.005,1.432262921333313,0.07905526266978126
877,4,4,0.0001,leakyrelu,0.0,1.3808573722839355,0.06267475895111696
878,16,5,0.01,elu,1e-05,1.2191949129104613,0.08796296048330458
879,16,4,0.0001,elu,0.0001,1.1983301162719726,0.07184467757855041
880,1,4,0.0001,leakyrelu,0.005,3.116556453704834,0.08589581970081171
881,64,2,0.001,leakyrelu,0.01,1.5342509984970092,0.09074381506723894
882,16,5,0.01,elu,0.0001,1.2655973196029664,0.08784779738291017
883,64,2,0.01,relu,0.0,1.39607093334198,0.10181738754993636
884,4,3,0.001,relu,0.01,1.596239447593689,0.11354274291669257
885,16,5,0.01,elu,0.001,1.2975465297698974,0.056010118273646436
886,4,2,0.0001,elu,0.005,1.4916971445083618,0.08134471991924369
887,64,2,0.01,relu,1e-05,1.3102697134017944,0.09657065826915588
888,64,2,0.0001,relu,1e-05,1.2060022115707398,0.08733392222453765
889,64,2,0.01,relu,0.0001,1.3337335109710693,0.10087296635883908
890,16,1,0.0001,elu,0.0001,1.2793938159942626,0.07649056478036005
891,16,5,0.01,elu,0.005,1.4392021417617797,0.0946420212580244
892,64,2,0.01,relu,0.001,1.384801435470581,0.039826888012522
893,16,5,0.01,elu,0.01,1.548297357559204,0.05441341828519007
894,1,5,0.0001,elu,0.0001,4.700503873825073,1.9651340039512128
895,16,5,0.0001,elu,0.0001,1.1793473958969116,0.06901605450518286
896,64,2,0.01,relu,0.005,1.395589327812195,0.08056798523626346
897,64,2,0.1,elu,0.005,1.9375730752944946,0.3433014934971303
898,64,2,0.1,elu,0.01,2.1161903142929077,0.41797848811491417
899,64,2,0.01,relu,0.01,1.4802043914794922,0.10068400625518939
900,4,3,0.001,elu,0.0,1.2571806907653809,0.05493004575809076
901,64,2,0.1,leakyrelu,0.0,1.6432137489318848,0.2758443125152401
902,64,2,0.01,elu,0.0,1.2141816377639771,0.07500498205177153
903,64,2,0.1,leakyrelu,1e-05,1.8515638351440429,0.3302123241194699
904,64,2,0.01,elu,1e-05,1.248715329170227,0.10099985173201413
905,64,2,0.1,leakyrelu,0.0001,1.647109031677246,0.078273793016244
906,1,3,0.0001,elu,0.0001,4.629743003845215,1.9848641003468301
907,16,4,0.0001,elu,0.001,1.2682408571243287,0.09792247356538629
908,1,1,0.0001,elu,0.001,3.8888893604278563,0.49754369064514387
909,64,1,0.0001,relu,0.001,1.2797451972961427,0.08684374416630908
910,64,2,0.01,elu,0.0001,1.2112626314163208,0.07256157436894346
911,64,2,0.1,leakyrelu,0.001,1.5608814239501954,0.09538677857867901
912,64,2,0.0001,relu,0.0001,1.204976534843445,0.0764088373629229
913,64,2,0.1,leakyrelu,0.005,1.9218642950057983,0.25898859667514124
914,64,2,0.01,elu,0.001,1.2957251787185669,0.11316081364586157
915,4,5,0.0001,elu,0.01,1.5383542776107788,0.08887465387319667
916,64,2,0.1,leakyrelu,0.01,1.7691663742065429,0.10500788268844076
917,16,3,0.0001,elu,0.01,1.523376750946045,0.07323267684807178
918,64,2,0.01,elu,0.005,1.4297937631607056,0.07779459048416375
919,4,3,0.001,elu,1e-05,1.3045217514038085,0.07110638775522851
920,64,2,0.01,elu,0.01,1.5455045223236084,0.09424256412498358
921,64,2,0.01,leakyrelu,0.0,1.3542661666870117,0.047827594304404725
922,16,5,0.0001,elu,0.001,1.2743458032608033,0.07628550653482534
923,64,2,0.01,leakyrelu,1e-05,1.3237943410873414,0.09590983130026096
924,64,1,0.0001,elu,0.01,1.6021409034729004,0.08414769296531738
925,64,2,0.01,leakyrelu,0.0001,1.3666113376617433,0.06673643496643435
926,64,3,0.0001,relu,0.0,1.223151397705078,0.05927854430235963
927,4,3,0.001,elu,0.0001,1.2941157579421998,0.08996226364469341
928,64,2,0.01,leakyrelu,0.001,1.370044994354248,0.16150431413111074
929,64,2,0.01,leakyrelu,0.005,1.4490987539291382,0.132501820843519
930,64,2,0.0001,relu,0.001,1.2961925745010376,0.09484354258699512
931,4,4,0.0001,leakyrelu,1e-05,1.3399356842041015,0.08891911837625839
932,64,2,0.01,leakyrelu,0.01,1.5361429929733277,0.07128852066322203
933,64,2,0.1,relu,0.0,1.4984867811203002,0.20003092126584315
934,64,2,0.1,relu,1e-05,1.4455540895462036,0.07852890114479184
935,64,3,0.0001,relu,1e-05,1.201143169403076,0.09816094485724616
936,64,2,0.1,relu,0.0001,1.384261155128479,0.08256444989057557
937,64,2,0.1,relu,0.001,1.4789583683013916,0.12319651128134947
938,16,2,0.0001,leakyrelu,0.01,1.5540679931640624,0.059614420811433456
939,4,3,0.001,elu,0.001,1.3174856662750245,0.07697183860137477
940,64,2,0.1,relu,0.005,1.5399662971496582,0.13486758313924102
941,16,3,0.0001,leakyrelu,0.0,1.2607793092727662,0.06772365858903283
942,64,2,0.1,relu,0.01,1.6791671514511108,0.1532696912042809
943,64,2,0.1,elu,0.0,1.731064248085022,0.38956657876709333
944,64,2,0.1,elu,1e-05,1.6934632301330566,0.2994009032323532
945,64,1,0.0001,relu,0.005,1.4402953147888184,0.08703784043069332
946,64,2,0.1,elu,0.0001,1.6156440734863282,0.1934857902060273
947,64,2,0.1,elu,0.001,1.8848769426345826,0.2857986481661695
948,1,2,0.0001,elu,0.001,3.8467857360839846,1.6783407561899013
949,16,2,0.001,relu,0.0,1.2048868894577027,0.0863923375592856
950,64,3,0.0001,relu,0.0001,1.2387434005737306,0.08248923931970424
951,16,4,0.0001,elu,0.005,1.4198335647583007,0.08952400414906365
952,64,3,0.001,elu,0.0,1.163181233406067,0.06939909425186283
953,64,3,0.001,elu,1e-05,1.1720948219299316,0.07004590074908945
954,16,2,0.001,relu,1e-05,1.1907870769500732,0.1020322140508302
955,4,1,0.0001,elu,0.005,1.6040886402130128,0.060956112113405056
956,64,2,0.0001,relu,0.005,1.4002143383026122,0.07798201602955436
957,64,3,0.001,elu,0.0001,1.1635222434997559,0.0701018129690515
958,4,2,0.0001,elu,0.01,1.6236924409866333,0.15240024305240055
959,16,5,0.0001,elu,0.005,1.43055899143219,0.07584270667747699
960,4,5,0.0001,leakyrelu,0.0,1.3429235935211181,0.09107853981805965
961,16,1,0.0001,elu,0.001,1.3329131841659545,0.0677880824599221
962,16,2,0.001,relu,0.0001,1.2172142028808595,0.08050851727499898
963,64,3,0.001,elu,0.001,1.2811573028564454,0.08335540414697713
964,4,3,0.001,elu,0.005,1.4177277565002442,0.08911206873019302
965,1,4,0.0001,leakyrelu,0.01,3.2202754974365235,0.15624541793776858
966,64,3,0.0001,relu,0.001,1.333290696144104,0.09912971111649946
967,64,1,0.0001,leakyrelu,0.0,1.2143615245819093,0.06082254236815627
968,64,3,0.001,elu,0.005,1.3908003091812133,0.07037043282477227
969,16,2,0.001,relu,0.001,1.2299755573272706,0.09514003550504095
970,16,3,0.0001,leakyrelu,1e-05,1.2613335609436036,0.0705515106503378
971,1,3,0.0001,elu,0.001,4.687696075439453,2.002224414010097
972,64,3,0.001,elu,0.01,1.5284622669219972,0.05606061294988298
973,1,4,0.001,relu,0.0,7.191730499267578,0.18852999348665553
974,1,5,0.0001,elu,0.001,3.8611013412475588,1.6084494037561692
975,16,2,0.001,relu,0.005,1.3485464096069335,0.07671335197683737
976,4,3,0.001,elu,0.01,1.5064769029617309,0.08296928704484438
977,4,4,0.0001,leakyrelu,0.0001,1.3822445392608642,0.09905815181326359
978,64,3,0.001,leakyrelu,0.0,1.2363818168640137,0.0847487611187845
979,1,1,0.0001,elu,0.005,3.408798170089722,0.7503761160105071
980,64,3,0.001,leakyrelu,1e-05,1.223426055908203,0.09790564996192958
981,64,2,0.0001,relu,0.01,1.501270627975464,0.07706595023218614
982,64,3,0.0001,relu,0.005,1.448305106163025,0.07635666149755757
983,16,2,0.001,relu,0.01,1.4724152088165283,0.0763423461063939
984,64,3,0.001,leakyrelu,0.0001,1.2642041444778442,0.08985792548396
985,4,3,0.001,leakyrelu,0.0,1.3213961601257325,0.06834259688412198
986,1,4,0.001,relu,1e-05,7.191422748565674,0.1885912149880801
987,64,3,0.001,leakyrelu,0.001,1.2915596961975098,0.06760419887077807
988,16,2,0.001,elu,0.0,1.202861762046814,0.06850004762627472
989,64,1,0.0001,relu,0.01,1.5424064159393311,0.08599472084592014
990,16,4,0.0001,elu,0.01,1.5120310306549072,0.0634694713014873
991,64,3,0.001,leakyrelu,0.005,1.397949767112732,0.09186335451969288
992,4,3,0.001,leakyrelu,1e-05,1.4106045007705688,0.053328858183669024
993,16,2,0.001,elu,1e-05,1.193099021911621,0.0977198852324069
994,64,2,0.0001,elu,0.0,1.1798555612564088,0.07207438688919035
995,1,4,0.001,relu,0.0001,6.329895877838135,1.7253068565546452
996,16,3,0.0001,leakyrelu,0.0001,1.26322181224823,0.07008018927061976
997,64,1,0.0001,leakyrelu,1e-05,1.2286306142807006,0.05165199103904996
998,64,3,0.001,leakyrelu,0.01,1.5115622520446776,0.05941799109395575
999,16,5,0.0001,elu,0.01,1.550529670715332,0.051175302092440735
1000,64,3,0.01,relu,0.0,1.4137436628341675,0.14915160313312256
1001,4,5,0.0001,leakyrelu,1e-05,1.306205439567566,0.1111319713034903
1002,16,2,0.001,elu,0.0001,1.1969496011734009,0.07746228360130519
1003,64,3,0.01,relu,1e-05,1.3190120458602905,0.0554492588153322
1004,64,3,0.01,relu,0.0001,1.3719801902770996,0.10300731522849375
1005,64,3,0.0001,relu,0.01,1.5020310401916503,0.07585619612875642
1006,64,3,0.01,relu,0.001,1.3766408681869506,0.07448154809205361
1007,4,3,0.001,leakyrelu,0.0001,1.3530795574188232,0.08767042059478804
1008,64,3,0.01,relu,0.005,1.456113338470459,0.03742290081398509
1009,16,2,0.001,elu,0.001,1.263078999519348,0.07405556937082146
1010,64,3,0.01,relu,0.01,1.5067601442337035,0.08787281432274509
1011,1,4,0.001,relu,0.001,7.191605854034424,0.18842280218397672
1012,64,2,0.0001,elu,1e-05,1.1884045839309691,0.07521831844164716
1013,1,2,0.0001,elu,0.005,3.071118211746216,0.08529779454703769
1014,64,3,0.01,elu,0.0,1.2623631477355957,0.09213990752429635
1015,4,2,0.0001,leakyrelu,0.0,1.4205606937408448,0.09406422894858019
1016,64,3,0.01,elu,1e-05,1.2725584506988525,0.10863074655488661
1017,16,4,0.0001,leakyrelu,0.0,1.2203827857971192,0.07926276471091619
1018,64,3,0.01,elu,0.0001,1.2995874643325807,0.08755597274671
1019,4,4,0.0001,leakyrelu,0.001,1.439516305923462,0.05318811541036445
1020,64,3,0.0001,elu,0.0,1.1526091814041137,0.08605765130109125
1021,4,1,0.0001,elu,0.01,1.6985332012176513,0.12174080725192568
1022,4,3,0.001,leakyrelu,0.001,1.417956495285034,0.07116603644277622
1023,16,2,0.001,elu,0.005,1.3819181680679322,0.06726232049133872
1024,64,3,0.01,elu,0.001,1.3167394161224366,0.11192709584666806
1025,16,1,0.0001,elu,0.005,1.4698802709579468,0.07577029971583615
1026,16,5,0.0001,leakyrelu,0.0,1.2220075368881225,0.04779392631663648
1027,64,3,0.01,elu,0.005,1.3686950922012329,0.08876685306692443
1028,16,3,0.0001,leakyrelu,0.001,1.313252329826355,0.07613633352459898
1029,1,4,0.001,relu,0.005,6.389667654037476,1.6556873761896054
1030,64,3,0.01,elu,0.01,1.530827784538269,0.07560565977041452
1031,16,2,0.001,elu,0.01,1.5061048984527587,0.07074800413534083
1032,4,3,0.001,leakyrelu,0.005,1.5157968044281005,0.09646918498707138
1033,64,3,0.01,leakyrelu,0.0,1.2798771619796754,0.07699807018493197
1034,64,3,0.0001,elu,1e-05,1.1624707460403443,0.07537879436430225
1035,64,3,0.01,leakyrelu,1e-05,1.343615746498108,0.06887863413012443
1036,64,2,0.0001,elu,0.0001,1.1908149480819703,0.06534237616516937
1037,64,3,0.01,leakyrelu,0.0001,1.3109984874725342,0.10268061047899558
1038,64,1,0.0001,leakyrelu,0.0001,1.2116454124450684,0.07880174447716193
1039,64,3,0.01,leakyrelu,0.001,1.4031405448913574,0.13443142681962356
1040,16,2,0.001,leakyrelu,0.0,1.2240577936172485,0.07017354090429324
1041,1,4,0.001,relu,0.01,7.191695690155029,0.18846422449662806
1042,64,3,0.01,leakyrelu,0.005,1.4294487953186035,0.09017522382584313
1043,64,1,0.0001,elu,0.0,1.2087374925613403,0.07252296373309096
1044,16,4,0.0001,leakyrelu,1e-05,1.2301605939865112,0.06997497795096472
1045,1,3,0.0001,elu,0.005,5.689186906814575,2.113169711552118
1046,64,3,0.0001,elu,0.0001,1.1759993314743042,0.07529651233847695
1047,64,3,0.01,leakyrelu,0.01,1.5898065328598023,0.16087757311724138
1048,4,3,0.001,leakyrelu,0.01,1.6501912355422974,0.15581743251147417
1049,1,1,0.0001,elu,0.01,4.30662202835083,0.9920713066986443
1050,64,3,0.1,relu,0.0,1.5126779794692993,0.1254756467517239
1051,4,5,0.0001,leakyrelu,0.0001,1.4065003395080566,0.07646336446435753
1052,64,3,0.1,relu,1e-05,1.525990080833435,0.15488971793743045
1053,1,5,0.0001,elu,0.005,6.586147165298462,1.783540282802979
1054,4,3,0.01,relu,0.0,1.3641175270080566,0.09120743669688675
1055,16,5,0.0001,leakyrelu,1e-05,1.2210187911987305,0.06506708438935119
1056,16,2,0.001,leakyrelu,1e-05,1.2336260795593261,0.0643745467384912
1057,64,3,0.1,relu,0.0001,1.5199811697006225,0.06571321785902814
1058,64,3,0.1,relu,0.001,1.5716266632080078,0.14982212954069155
1059,4,3,0.01,relu,1e-05,1.6408576726913453,0.5601822212786239
1060,64,3,0.1,relu,0.005,1.6431473731994628,0.11034200588086784
1061,1,4,0.001,elu,0.0,2.9889395236968994,0.07969853540620114
1062,4,3,0.01,relu,0.0001,2.861299228668213,2.178802220281538
1063,64,3,0.1,relu,0.01,1.8276082038879395,0.24583069061438637
1064,64,3,0.1,elu,0.0,3.0691532373428343,2.0851222025666165
1065,64,2,0.0001,elu,0.001,1.2771911382675172,0.07331471123145367
1066,4,3,0.01,relu,0.001,1.3696693658828736,0.04118594656077447
1067,64,3,0.1,elu,1e-05,1.6896869897842408,0.17465968103406893
1068,16,2,0.001,leakyrelu,0.0001,1.246508812904358,0.08280768520107225
1069,64,3,0.1,elu,0.0001,1.7110181093215941,0.15300778640999668
1070,64,3,0.0001,elu,0.001,1.3155550718307496,0.0790329260474253
1071,64,3,0.1,elu,0.001,2.116962194442749,0.30164358655870854
1072,64,3,0.1,elu,0.005,4.194832515716553,3.1805698819883865
1073,64,3,0.1,elu,0.01,11.924229049682618,7.034419276480314
1074,64,3,0.1,leakyrelu,0.0,1.7054567813873291,0.14418467827520143
1075,4,2,0.0001,leakyrelu,1e-05,1.431481671333313,0.1342513006942352
1076,1,4,0.001,elu,1e-05,3.796925401687622,1.6626720235441501
1077,64,3,0.1,leakyrelu,1e-05,2.0125280380249024,0.4461809931105337
1078,64,3,0.1,leakyrelu,0.0001,2.7926907539367676,0.25518833403513413
1079,16,2,0.001,leakyrelu,0.001,1.2707590818405152,0.09546606251379539
1080,64,3,0.1,leakyrelu,0.001,9.632173085212708,5.224227165013893
1081,64,3,0.1,leakyrelu,0.005,20.186727261543275,19.863443849781135
1082,16,4,0.0001,leakyrelu,0.0001,1.2339818716049193,0.07170070862331045
1083,16,3,0.0001,leakyrelu,0.005,1.4511942148208619,0.060825636596858454
1084,64,3,0.1,leakyrelu,0.01,1.932558012008667,0.05671669353626802
1085,16,5,0.0001,leakyrelu,0.0001,1.2638666391372682,0.09843284596106965
1086,4,4,0.0001,leakyrelu,0.005,1.5258910179138183,0.08886708830441901
1087,1,4,0.001,elu,0.0001,3.0111019611358643,0.09434737893066776
1088,16,2,0.001,leakyrelu,0.005,1.418497633934021,0.07474679516909767
1089,64,1,0.0001,leakyrelu,0.001,1.2963650465011596,0.06884396293567654
1090,64,4,0.0001,relu,0.0,1.21690890789032,0.09486072570024848
1091,64,4,0.0001,leakyrelu,0.005,1.4844959735870362,0.07330544739126785
1092,16,2,0.001,leakyrelu,0.01,1.5208434820175172,0.08010535626288919
1093,64,1,0.0001,elu,1e-05,1.2253503561019898,0.07481038459050109
1094,64,2,0.0001,elu,0.005,1.4347846746444701,0.07598733767424701
1095,64,3,0.0001,elu,0.005,1.4416091918945313,0.07734071560080653
1096,16,2,0.01,relu,0.0,1.292000985145569,0.0739954471900716
1097,64,4,0.01,leakyrelu,0.0,1.358811354637146,0.1500354606353821
1098,64,4,0.0001,relu,1e-05,1.242084789276123,0.09089667999361345
1099,4,5,0.0001,leakyrelu,0.001,1.3960997343063355,0.08544851117127181
1100,64,4,0.01,leakyrelu,1e-05,1.3695550918579102,0.028118166628411573
1101,16,2,0.01,relu,1e-05,1.2339829921722412,0.08228907412819303
1102,1,2,0.0001,elu,0.01,5.861600017547607,2.2918555610100038
1103,64,4,0.01,leakyrelu,0.0001,1.3823957204818726,0.05375017790680727
1104,1,4,0.001,elu,0.001,3.9056236743927,1.6644115610240346
1105,4,1,0.0001,leakyrelu,0.0,1.5104437112808227,0.03920737061984043
1106,16,2,0.01,relu,0.0001,1.282205843925476,0.09486900402747271
1107,64,4,0.01,leakyrelu,0.001,1.3396693468093872,0.07996464541579543
1108,16,1,0.0001,elu,0.01,1.5965808153152465,0.07615893685303127
1109,16,2,0.01,relu,0.001,1.3088321447372437,0.08749842350986967
1110,64,4,0.01,leakyrelu,0.005,1.4019636869430543,0.09922694944978033
1111,16,5,0.0001,leakyrelu,0.001,1.3017907857894897,0.06722190758948098
1112,64,4,0.0001,relu,0.0001,1.2548322677612305,0.07990634745220225
1113,16,4,0.0001,leakyrelu,0.001,1.2830774307250976,0.08491717573404582
1114,64,4,0.01,leakyrelu,0.01,1.6321576118469239,0.06077413827262838
1115,64,5,0.01,relu,0.005,1.499518084526062,0.16654422164557559
1116,64,4,0.1,relu,0.0,1.6417450666427613,0.2494210923798377
1117,64,5,0.01,relu,0.01,1.5201547622680665,0.09313242609553825
1118,64,5,0.0001,elu,0.0001,1.1860726356506348,0.07756123666141079
1119,64,4,0.1,relu,1e-05,2.6453479766845702,2.2516250578476007
1120,64,5,0.01,elu,0.0,1.370538878440857,0.08026074641884835
1121,64,5,0.01,elu,1e-05,1.252803134918213,0.08730740185757656
1122,64,4,0.1,relu,0.0001,1.4312725067138672,0.12367841736331443
1123,64,5,0.01,elu,0.0001,1.299678897857666,0.0865226522531416
1124,64,4,0.0001,relu,0.001,1.3919754028320312,0.09779399468128329
1125,64,4,0.1,relu,0.001,1.592781376838684,0.1262031197966565
1126,64,4,0.0001,leakyrelu,0.01,1.5467613220214844,0.08157325641030508
1127,64,4,0.1,relu,0.005,1.7884743213653564,0.2228200690063047
1128,64,5,0.01,elu,0.001,1.3677354335784913,0.09450592043987731
1129,1,1,0.0001,leakyrelu,0.0,3.0083048343658447,0.06984929526089635
1130,64,4,0.001,relu,0.0,1.2894419193267823,0.06929709028547945
1131,64,4,0.1,relu,0.01,1.8370793819427491,0.1544432587433584
1132,64,5,0.0001,elu,0.001,1.3954443693161012,0.07783763423071179
1133,64,5,0.01,elu,0.005,1.5088511466979981,0.09924711630713055
1134,64,4,0.1,elu,0.0,6.168178367614746,2.184565885543262
1135,64,4,0.001,relu,1e-05,1.2712040185928344,0.049127942527044305
1136,64,4,0.1,elu,1e-05,5.316269445419311,2.894736424848865
1137,64,5,0.01,elu,0.01,1.554634189605713,0.11595030833570445
