,units,layers,learning_rate,activation_function,lambda_reg,mean_val_loss,std_val_loss
1509,128,4,0.1,relu,0.0001,1.4914886713027955,0.10560000614083345
1510,128,2,0.01,leakyrelu,0.0,1.3440645694732667,0.15030071316906643
1511,64,4,0.0001,leakyrelu,0.001,1.374284815788269,0.07885998994237442
1512,64,2,0.001,relu,0.001,1.2760956764221192,0.09294643212286066
1513,128,4,0.1,relu,0.001,1.5214407682418822,0.08042120810303378
1514,1,2,0.0001,leakyrelu,0.0001,3.015234851837158,0.07248344813393173
1515,128,5,0.001,leakyrelu,0.005,1.4679151773452759,0.11565330407478995
1516,128,2,0.01,leakyrelu,1e-05,1.3868964672088624,0.07352046894153609
1517,128,5,0.1,elu,0.005,903.9577270507813,935.8716393113701
1518,128,4,0.0001,relu,1e-05,1.2281058073043822,0.0860048401465597
1519,128,3,0.001,elu,0.001,1.2826822996139526,0.0594198509266596
1520,64,5,0.001,elu,0.001,1.3374375820159912,0.09472559236716832
1521,128,4,0.1,relu,0.005,1.685507845878601,0.1608099736336501
1522,128,5,0.1,elu,0.01,1632.7916268110275,1240.709663651076
1523,128,2,0.01,leakyrelu,0.0001,1.3714154720306397,0.09030342194700784
1524,64,1,0.001,leakyrelu,0.005,1.4547629833221436,0.08022953533159247
1525,128,4,0.1,relu,0.01,1.7821430444717408,0.10346293699565687
1526,128,5,0.1,leakyrelu,0.0,1.5047258377075194,0.1734847902926019
1527,64,2,0.001,relu,0.005,1.3789631366729735,0.0730771435096621
1528,128,4,0.1,elu,0.0,7.515303421020508,0.3012957457183992
1529,128,5,0.001,leakyrelu,0.01,1.5433390140533447,0.08557148289837485
1530,128,2,0.01,leakyrelu,0.001,1.3724782466888428,0.036354107408518146
1531,128,4,0.1,elu,1e-05,7.952291488647461,1.1070739347514649
1532,128,5,0.1,leakyrelu,1e-05,1.7031660795211792,0.18908997660198867
1533,64,5,0.001,elu,0.005,1.4423760414123534,0.12378239442797007
1534,128,5,0.01,relu,0.0,1.2808652877807618,0.0976933155507508
1535,128,3,0.001,elu,0.005,1.401213002204895,0.09155118739442257
1536,128,4,0.1,elu,0.0001,8.948914527893066,1.2107759156255316
1537,128,4,0.0001,relu,0.0001,1.296925950050354,0.061325800649587994
1538,128,2,0.01,leakyrelu,0.005,1.4422570943832398,0.12206301644555886
1539,128,4,0.1,elu,0.001,99.68031158447266,60.434481587610705
1540,128,5,0.01,relu,1e-05,1.3493417263031007,0.11394856965861892
1541,128,4,0.1,elu,0.005,897.4568862915039,530.2406099157139
1542,128,5,0.1,leakyrelu,0.0001,6842.748449850083,13681.608200633193
1543,128,2,0.01,leakyrelu,0.01,1.5475408792495728,0.09489566385292135
1544,64,2,0.001,relu,0.01,1.490431261062622,0.08665282164122785
1545,128,4,0.1,elu,0.01,361.15431213378906,177.0995822724773
1546,128,5,0.01,relu,0.0001,1.3426520347595214,0.09384476121595593
1547,64,1,0.001,leakyrelu,0.01,1.5988747835159303,0.07662542294814204
1548,128,3,0.0001,relu,0.01,1.5213939666748046,0.07241349246683519
1549,128,2,0.1,relu,0.0,1.4354835987091064,0.040137291930113665
1550,128,4,0.1,leakyrelu,0.0,1.7721546411514282,0.6186678512522542
1551,128,5,0.1,leakyrelu,0.001,1.6265272617340087,0.05346015455794834
1552,128,5,0.01,relu,0.001,1.4745216846466065,0.0680142061157445
1553,128,3,0.001,elu,0.01,1.5495372056961059,0.06531644629578864
1554,128,2,0.1,relu,1e-05,1.3991760730743408,0.06189185706799581
1555,64,1,0.01,relu,0.0,1.2737158298492433,0.08401523282172399
1556,64,5,0.001,elu,0.01,1.5306362628936767,0.07649862766318255
1557,128,4,0.1,leakyrelu,1e-05,1.5738282918930053,0.11207374169177854
1558,128,2,0.0001,relu,0.01,1.5117940187454224,0.07964515055939797
1559,128,4,0.0001,relu,0.001,1.5066218614578246,0.09712811237062084
1560,64,2,0.001,elu,0.0,1.1673185110092164,0.0742955108188017
1561,64,1,0.01,relu,1e-05,1.2323978424072266,0.05224604977314711
1562,128,5,0.0001,relu,0.005,1.7768473148345947,0.11849494370229179
1563,128,5,0.01,relu,0.005,1.5104562997817994,0.06026089433257784
1564,128,1,0.0001,relu,0.005,1.4154245138168335,0.07344224813025835
1565,128,5,0.1,leakyrelu,0.005,2.0428056716918945,0.418411384892333
1566,64,5,0.001,leakyrelu,0.0,1.2435781717300416,0.07665120287810206
1567,128,3,0.001,leakyrelu,0.0,1.2831788063049316,0.09456951162928268
1568,128,4,0.1,leakyrelu,0.0001,77.9813940525055,149.84955838669424
1569,64,1,0.01,relu,0.0001,1.21676664352417,0.09712525036638131
1570,128,5,0.01,relu,0.01,1.648616123199463,0.12936845653147683
1571,64,2,0.001,elu,1e-05,1.1644729614257812,0.07931567824270061
1572,128,4,0.1,leakyrelu,0.001,1.5324524164199829,0.0478068515322422
1573,128,4,0.0001,elu,0.01,1.5699040651321412,0.06419336314796775
1574,256,1,0.001,elu,0.0,1.220404815673828,0.0714684352960105
1575,128,5,0.1,leakyrelu,0.01,1.9225812196731566,0.18677482669181103
1576,64,5,0.001,leakyrelu,1e-05,1.2807463645935058,0.0939977537950894
1577,128,3,0.001,leakyrelu,1e-05,1.2338180541992188,0.08691999625255335
1578,64,1,0.01,relu,0.001,1.2971731424331665,0.06598359067836752
1579,128,5,0.01,elu,0.0,1.3164326906204225,0.09073811894578591
1580,128,4,0.1,leakyrelu,0.005,1.9358165264129639,0.24900674184786228
1581,256,1,0.1,relu,0.0001,1.406233811378479,0.03136010059450369
1582,128,3,0.0001,elu,0.0,1.1511050701141357,0.07494835949332804
1583,64,5,0.001,leakyrelu,0.0001,1.2502596139907838,0.07021409576651456
1584,128,5,0.01,elu,1e-05,1.3049513339996337,0.05990694322111521
1585,128,3,0.001,leakyrelu,0.0001,1.312877893447876,0.05148998919246573
1586,64,2,0.001,elu,0.0001,1.19111967086792,0.08586748504436735
1587,256,1,0.1,relu,0.001,1.4025681495666504,0.08169894422239118
1588,128,4,0.1,leakyrelu,0.01,2.060977602005005,0.11682422185553765
1589,128,5,0.01,elu,0.0001,1.4042533397674561,0.034149041520914324
1590,1,5,0.0001,leakyrelu,0.0001,3.034340667724609,0.09886258125089031
1591,256,1,0.001,elu,1e-05,1.23073091506958,0.0844299950005301
1592,256,1,0.1,relu,0.005,1.5288904428482055,0.1278419236387795
1593,128,5,0.01,elu,0.001,1.459447479248047,0.23611135125427252
1594,64,5,0.001,leakyrelu,0.001,1.3873274326324463,0.08085022346793194
1595,256,1,0.1,relu,0.01,1.605266284942627,0.08415548732895986
1596,128,3,0.001,leakyrelu,0.001,1.3522056102752686,0.08941625682092477
1597,128,4,0.0001,leakyrelu,0.0,1.2038766860961914,0.07990009291515543
1598,64,2,0.001,elu,0.001,1.2726084470748902,0.07976400134249526
1599,256,1,0.1,elu,0.0,1.6408056974411012,0.14089714556394156
1600,128,2,0.0001,elu,0.0,1.1700580835342407,0.06214991142280495
1601,128,5,0.01,elu,0.005,1.5651941537857055,0.2464914018933897
1602,1,3,0.0001,leakyrelu,0.0001,3.020460510253906,0.0757122191688173
1603,128,3,0.0001,elu,1e-05,1.1531541109085084,0.0758681168004582
1604,256,1,0.1,elu,1e-05,1.9325858354568481,0.5559226940075809
1605,256,1,0.001,elu,0.0001,1.2500837802886964,0.044359580716714496
1606,256,1,0.1,elu,0.0001,1.9537662029266358,0.3113774196212621
1607,128,5,0.01,elu,0.01,2.039838409423828,0.23479653885955037
1608,256,1,0.1,elu,0.001,1.813381028175354,0.1323639615210807
1609,64,5,0.001,leakyrelu,0.005,1.4990860223770142,0.07124773407846535
1610,128,3,0.001,leakyrelu,0.005,1.406785488128662,0.05601709717040076
1611,256,1,0.1,elu,0.005,2.0641003608703614,0.4773700702066829
1612,64,2,0.001,elu,0.005,1.4210894584655762,0.06589563710994426
1613,256,1,0.1,elu,0.01,2.3541677236557006,0.675608973301038
1614,128,5,0.01,leakyrelu,0.0,1.3865761280059814,0.06697032515808407
1615,256,1,0.1,leakyrelu,0.0,1.6456372022628785,0.128432239136112
1616,128,4,0.0001,relu,0.005,1.6249396562576295,0.09442972419191878
1617,128,4,0.0001,leakyrelu,1e-05,1.2210117816925048,0.10732703127408269
1618,128,5,0.01,leakyrelu,1e-05,1.3895616054534912,0.12787163554039496
1619,128,5,0.0001,relu,0.01,1.7211807250976563,0.10037671347033679
1620,256,1,0.1,leakyrelu,1e-05,1.6512970447540283,0.21725169133096156
1621,256,1,0.001,elu,0.001,1.3095099925994873,0.06252827203499038
1622,128,3,0.001,leakyrelu,0.01,1.5196288347244262,0.06279077462409328
1623,256,1,0.1,leakyrelu,0.0001,1.5677747488021851,0.0582230168971599
1624,4,1,0.0001,leakyrelu,0.005,1.6649176836013795,0.1131803748997763
1625,128,5,0.01,leakyrelu,0.0001,1.3360041618347167,0.15756324028189184
1626,64,2,0.001,elu,0.01,1.515465545654297,0.1007138607554492
1627,256,1,0.1,leakyrelu,0.001,1.6620571613311768,0.08810747262350399
1628,64,5,0.001,leakyrelu,0.01,1.527331328392029,0.09679433718097415
1629,16,1,0.0001,leakyrelu,0.001,1.3390327453613282,0.10853291673658859
1630,128,3,0.01,relu,0.0,1.3177573680877686,0.05417279134155145
1631,256,1,0.0001,relu,0.0,1.1964775800704956,0.06560567374416082
1632,128,3,0.0001,elu,0.0001,1.180113935470581,0.08980545242837425
1633,256,2,0.0001,leakyrelu,0.005,1.429785132408142,0.07315487656453508
1634,256,1,0.1,leakyrelu,0.005,1.9258982419967652,0.19962660315544845
1635,64,5,0.01,relu,0.0,1.369275689125061,0.08647394674646072
1636,128,5,0.01,leakyrelu,0.001,1.461998414993286,0.07550897536337224
1637,128,3,0.01,relu,1e-05,1.3516047954559327,0.11724780809502712
1638,256,2,0.01,leakyrelu,0.0,1.330793595314026,0.07116468798535983
1639,256,1,0.1,leakyrelu,0.01,1.9976483106613159,0.36499248331020084
1640,128,2,0.0001,elu,1e-05,1.1725182056427002,0.09233937370112456
1641,64,5,0.01,relu,1e-05,1.3409847259521483,0.11948330998456025
1642,256,1,0.001,elu,0.005,1.4961098432540894,0.08742029767914403
1643,128,3,0.01,relu,0.0001,1.4661096334457397,0.0933607097243145
1644,64,2,0.001,leakyrelu,0.0,1.2296847105026245,0.08438201861754736
1645,64,5,0.01,relu,0.0001,1.348893904685974,0.05916791671941607
1646,128,5,0.0001,elu,0.0,1.1252824306488036,0.08419865320799828
1647,128,4,0.0001,leakyrelu,0.0001,1.241455078125,0.0781063008724459
1648,256,2,0.01,leakyrelu,1e-05,1.4253190279006958,0.16011744634435873
1649,128,5,0.01,leakyrelu,0.005,1.5446960926055908,0.10846122205649464
1650,64,5,0.01,relu,0.001,1.4743712902069093,0.08394251797623271
1651,128,3,0.01,relu,0.001,1.3754228591918944,0.04914735472156624
1652,128,5,0.01,leakyrelu,0.01,1.5935114622116089,0.09466198776622671
1653,256,2,0.01,leakyrelu,0.0001,1.3359160900115967,0.13617512652795039
1654,1,1,0.0001,leakyrelu,0.005,3.065307855606079,0.06972309611087778
1655,128,3,0.01,relu,0.005,1.4406595706939698,0.09125721821205258
1656,64,2,0.001,leakyrelu,1e-05,1.1992603302001954,0.08040358712448617
1657,128,1,0.0001,relu,0.01,1.5277812957763672,0.07768982939809471
1658,128,5,0.1,relu,0.0,5.7311807632446286,2.002048118350695
1659,128,5,0.0001,elu,1e-05,1.1492654085159302,0.08677724530068164
1660,256,2,0.01,leakyrelu,0.001,1.3685022830963134,0.04487021370754567
1661,128,3,0.01,relu,0.01,1.5232678174972534,0.10640558332842141
1662,256,3,0.01,relu,0.005,1.411717414855957,0.05977927079759711
1663,256,2,0.0001,relu,0.0,1.1921223878860474,0.09759362920277365
1664,256,1,0.001,elu,0.01,1.5668940544128418,0.10034065240114251
1665,128,5,0.1,relu,1e-05,5.163605976104736,2.4835108022575065
1666,128,3,0.01,elu,0.0,1.2958147287368775,0.06740921126942336
1667,1,2,0.0001,leakyrelu,0.001,3.0359694004058837,0.07305346842190151
1668,128,2,0.0001,elu,0.0001,1.20990993976593,0.06800645911338506
1669,256,2,0.01,leakyrelu,0.005,1.5001971244812011,0.11198978651802188
1670,256,3,0.01,relu,0.01,1.5747320652008057,0.1665067343893405
1671,128,3,0.01,elu,1e-05,1.302886390686035,0.1124022752400376
1672,256,3,0.0001,elu,0.0001,1.2275121450424193,0.08475671555853932
1673,128,3,0.0001,elu,0.001,1.3571943521499634,0.07282980434095591
1674,128,5,0.1,relu,0.0001,3.785532307624817,2.463385794467847
1675,256,3,0.01,elu,0.0,1.348699140548706,0.10630605661826094
1676,128,3,0.01,elu,0.0001,1.2884721040725708,0.07434580347628138
1677,256,1,0.001,leakyrelu,0.0,1.1745195388793945,0.07739768270010416
1678,256,2,0.01,leakyrelu,0.01,1.6035655736923218,0.07576302450945575
1679,128,4,0.0001,relu,0.01,1.5947866678237914,0.09473871678814952
1680,128,5,0.0001,elu,0.0001,1.206376576423645,0.08507808801950296
1681,256,3,0.01,elu,1e-05,1.362862467765808,0.1580362794071883
1682,128,4,0.0001,leakyrelu,0.001,1.4655380249023438,0.08552933649945943
1683,128,3,0.01,elu,0.001,1.3036166429519653,0.04285870583393226
1684,256,2,0.1,relu,0.0,1.47816903591156,0.20678531460025715
1685,256,3,0.01,elu,0.0001,1.3502575397491454,0.12455052193891228
1686,128,5,0.1,relu,0.001,1.6877254247665405,0.2775142903069576
1687,256,2,0.1,relu,1e-05,1.3711689949035644,0.14051212965439747
1688,128,3,0.01,elu,0.005,1.4349716663360597,0.11245864764268207
1689,256,3,0.01,elu,0.001,1.3227298974990844,0.07211908994975517
1690,256,2,0.0001,relu,1e-05,1.1890475034713746,0.09295799436539359
1691,256,1,0.0001,relu,1e-05,1.192223358154297,0.07011099907320326
1692,128,5,0.1,relu,0.005,1.635325288772583,0.20333031220836087
1693,256,1,0.001,leakyrelu,1e-05,1.1787587404251099,0.07146300080584159
1694,256,2,0.0001,leakyrelu,0.01,1.5405720472335815,0.07890750542431932
1695,256,2,0.1,relu,0.0001,1.3991958379745484,0.11936005711502302
1696,128,3,0.01,elu,0.01,1.64828622341156,0.114636678629862
1697,256,3,0.01,elu,0.005,1.622929334640503,0.2415834198254537
1698,128,5,0.1,relu,0.01,1.8456233739852905,0.17999213995476246
1699,256,2,0.1,relu,0.001,1.3844182252883912,0.061968612260455365
1700,128,4,0.0001,elu,0.0,1.1451186180114745,0.07638940563663568
1701,128,5,0.1,elu,0.0,7.2517170906066895,0.16662479994164336
1702,256,2,0.1,relu,0.005,1.566817545890808,0.1210091719288186
1703,256,3,0.01,elu,0.01,1.716695284843445,0.23448954934391958
1704,256,2,0.001,relu,0.0,1.2262811183929443,0.0807095204443532
1705,256,1,0.001,leakyrelu,0.0001,1.1833711624145509,0.07994356806547867
1706,128,5,0.0001,elu,0.001,1.523817491531372,0.09218056472030976
1707,128,5,0.1,elu,1e-05,8.800287246704102,1.3967422096459232
1708,256,2,0.0001,relu,0.0001,1.2328325033187866,0.08149233526472717
1709,256,2,0.1,relu,0.01,1.7169495105743409,0.17224203928916126
1710,256,3,0.01,leakyrelu,0.0,1.3356534004211427,0.1100963654254667
1711,256,2,0.001,relu,1e-05,1.2429326534271241,0.0902188943491946
1712,128,2,0.0001,elu,0.001,1.313296365737915,0.07477313146942993
1713,128,5,0.1,elu,0.0001,10.07336072921753,1.8365989016668738
1714,256,4,0.0001,relu,0.0,1.2514881849288941,0.09073600971088426
1715,256,2,0.1,elu,0.0,4.577151966094971,2.361495771267786
1716,256,3,0.0001,elu,0.001,1.4182537317276,0.07511930472259662
1717,256,3,0.01,leakyrelu,1e-05,1.4361780166625977,0.1308753605409641
1718,128,5,0.1,elu,0.001,110.67347793579101,45.13266457112721
1719,256,2,0.1,elu,1e-05,4.220694875717163,1.3195751461837248
1720,256,2,0.001,relu,0.0001,1.242536187171936,0.08055240926329797
1721,256,1,0.001,leakyrelu,0.001,1.260603094100952,0.08196743245821413
1722,128,4,0.0001,elu,1e-05,1.1444361209869385,0.0843909051664986
1723,256,2,0.1,elu,0.0001,7.470709419250488,4.370691443137793
1724,256,3,0.01,leakyrelu,0.0001,1.384067678451538,0.14494218796387873
1725,256,4,0.1,elu,0.005,133257.9507324219,264635.5906458632
1726,256,2,0.1,elu,0.001,21.083944034576415,31.975985689243963
1727,256,4,0.001,leakyrelu,0.0001,1.402296209335327,0.15025000188368703
1728,256,2,0.001,relu,0.001,1.318384337425232,0.09608687038532257
1729,256,2,0.1,elu,0.005,7.425585651397705,4.84813020815718
1730,256,4,0.0001,relu,1e-05,1.2653384685516358,0.07969656819177279
1731,256,3,0.01,leakyrelu,0.001,1.4460250377655028,0.09710425956025107
1732,256,1,0.001,leakyrelu,0.005,1.4499197244644164,0.07796373528483858
1733,256,4,0.1,elu,0.01,1442.0733548641206,1144.146645920791
1734,256,2,0.1,elu,0.01,7.612653160095215,4.564134909657696
1735,128,3,0.0001,elu,0.005,1.4678255558013915,0.08465557834544726
1736,256,2,0.1,leakyrelu,0.0,2.0926773071289064,0.4694935216429182
1737,256,2,0.001,relu,0.005,1.411510968208313,0.0698590288853703
1738,128,1,0.0001,elu,0.0,1.224301242828369,0.07051524394428321
1739,256,4,0.1,leakyrelu,0.0,1.8040032625198363,0.33961562502051196
1740,256,2,0.1,leakyrelu,1e-05,2.3300981521606445,0.15274891282148673
1741,256,3,0.01,leakyrelu,0.005,1.5096850633621215,0.06412043817446823
1742,128,4,0.0001,leakyrelu,0.005,1.5483566522598267,0.10045954434548966
1743,256,2,0.0001,relu,0.001,1.3352251768112182,0.09379878447185608
1744,256,4,0.001,leakyrelu,0.001,1.4001396894454956,0.11379745199388415
1745,256,2,0.1,leakyrelu,0.0001,6.777120304107666,2.1803196552758255
1746,256,4,0.0001,relu,0.0001,1.330398726463318,0.09101310044424825
1747,256,1,0.001,leakyrelu,0.01,1.5979654788970947,0.0839873617644799
1748,256,3,0.01,leakyrelu,0.01,1.7019708156585693,0.20152228044834125
1749,256,2,0.1,leakyrelu,0.001,2.7589861392974853,0.9419063491833825
1750,256,4,0.1,leakyrelu,1e-05,1.8817724943161012,0.23425355114436663
1751,1,5,0.0001,leakyrelu,0.001,3.066151428222656,0.09500487813690539
1752,256,2,0.001,relu,0.01,1.5353896379470826,0.10831043305295056
1753,256,1,0.01,relu,0.0,1.2963900804519652,0.09719254282067505
1754,256,2,0.1,leakyrelu,0.005,208.3146175146103,412.09227644771755
1755,256,3,0.1,relu,0.0,4.103189992904663,2.485799986981669
1756,256,1,0.0001,relu,0.0001,1.197634768486023,0.057975425709295494
1757,256,1,0.01,relu,1e-05,1.28059663772583,0.049960756429184
1758,256,2,0.1,leakyrelu,0.01,2.942513370513916,0.7251999872005173
1759,256,3,0.1,relu,1e-05,1.8540400981903076,0.44216499794037945
1760,256,1,0.01,relu,0.0001,1.2928073406219482,0.08291873412421097
1761,256,2,0.001,elu,0.0,1.2050107717514038,0.09297731745172977
1762,256,4,0.001,leakyrelu,0.005,1.4720507621765138,0.07893856078675311
1763,1,3,0.0001,leakyrelu,0.001,3.051859664916992,0.0733777301040169
1764,256,1,0.01,relu,0.001,1.3193041563034058,0.08124577444256255
1765,256,4,0.1,leakyrelu,0.0001,15443.234533166886,22735.126402542162
1766,256,3,0.1,relu,0.0001,1.652560019493103,0.05020150071542959
1767,256,4,0.0001,relu,0.001,1.7037737607955932,0.10941929478568266
1768,256,1,0.01,relu,0.005,1.4943549871444701,0.09365952405573079
1769,256,5,0.001,elu,0.0,1.2222105026245118,0.08866502649726438
1770,256,2,0.001,elu,1e-05,1.203906202316284,0.06776176372751246
1771,256,3,0.0001,relu,0.0,1.2240280866622926,0.06698040534937208
1772,256,3,0.1,relu,0.001,1.570110559463501,0.21310145644002693
1773,256,1,0.01,relu,0.01,1.587255072593689,0.04578908058456257
1774,4,1,0.0001,leakyrelu,0.01,1.7167444944381713,0.11152406795467495
1775,256,2,0.0001,relu,0.005,1.420238971710205,0.08089137535215815
1776,256,4,0.001,leakyrelu,0.01,1.5864503383636475,0.16094028157995496
1777,256,5,0.001,elu,1e-05,1.3129011631011962,0.10167642455193585
1778,128,2,0.0001,elu,0.005,1.4374226808547974,0.08004292884206811
1779,256,3,0.0001,elu,0.005,1.468797492980957,0.06440862179430173
1780,256,3,0.1,relu,0.005,1.5510818004608153,0.08193892855517847
1781,256,4,0.1,leakyrelu,0.001,2243662.020272231,4487320.4898638865
1782,256,2,0.001,elu,0.0001,1.229706382751465,0.11265787008177013
1783,256,1,0.01,elu,0.0,1.2882129669189453,0.05815641079407186
1784,256,4,0.01,relu,0.0,1.3340757608413696,0.13098839273946702
1785,128,5,0.0001,elu,0.005,1.5108203649520875,0.08832618902441648
1786,256,1,0.01,elu,1e-05,1.309120273590088,0.10830468153702882
1787,256,5,0.001,elu,0.0001,1.3166998863220214,0.10237682422142247
1788,256,3,0.1,relu,0.01,1.728826093673706,0.11508285824689952
1789,256,3,0.1,elu,0.0,6.262034606933594,2.112585688005748
1790,256,4,0.01,relu,1e-05,1.3139028787612914,0.09348050514243082
1791,256,2,0.001,elu,0.001,1.2931426525115968,0.08669292942944128
1792,256,3,0.0001,relu,1e-05,1.2321696758270264,0.07785039201473584
1793,256,1,0.01,elu,0.0001,1.2604264974594117,0.052477810325969015
1794,256,3,0.1,elu,1e-05,8.46657361984253,1.3446992103371076
1795,256,4,0.1,leakyrelu,0.005,1.7693904638290405,0.11185111895132288
1796,256,3,0.1,elu,0.0001,22.74799346923828,12.127464793343641
1797,256,4,0.01,relu,0.0001,1.4164299249649048,0.10758084889296114
1798,256,3,0.1,elu,0.001,87.47766571044922,48.99529684714086
1799,256,1,0.01,elu,0.001,1.2915501117706298,0.07874835317414519
1800,256,5,0.001,elu,0.001,1.3453741312026977,0.06031470731175955
1801,4,1,0.001,relu,0.0,1.383665180206299,0.06016923718527823
1802,256,3,0.1,elu,0.005,1048.7176018714904,1184.1903312814989
1803,256,4,0.1,leakyrelu,0.01,1.9518831491470336,0.2636904329932065
1804,256,4,0.01,relu,0.001,1.3901527881622315,0.14258138497426637
1805,128,4,0.0001,leakyrelu,0.01,1.5602885484695435,0.08252879311182708
1806,256,1,0.0001,relu,0.001,1.2553300142288208,0.07329119859716826
1807,1,1,0.0001,leakyrelu,0.01,3.143920660018921,0.07560582164692363
1808,256,1,0.01,elu,0.005,1.4552003860473632,0.11127050757686759
1809,1,2,0.0001,leakyrelu,0.005,3.1235445976257323,0.0857078719427346
1810,256,2,0.001,elu,0.005,1.4434413194656373,0.06799875639225168
1811,256,3,0.1,elu,0.01,725.3069519042969,521.2822773099958
1812,256,3,0.0001,relu,0.0001,1.2780757665634155,0.09841878981494116
1813,128,3,0.0001,elu,0.01,1.5424613237380982,0.07234917094733385
1814,128,4,0.001,relu,0.0,1.2786495685577393,0.0985859405080945
1815,256,4,0.01,relu,0.005,1.4846061229705811,0.0303958387926797
1816,256,3,0.1,leakyrelu,0.0,34.41545429229736,43.32628621403534
1817,256,1,0.01,elu,0.01,1.5725815296173096,0.07662789163349423
1818,128,4,0.001,relu,1e-05,1.2855801343917848,0.06285232641549691
1819,256,3,0.1,leakyrelu,1e-05,44.22195775508881,85.06501119608136
1820,256,5,0.0001,relu,0.0,1.2871016025543214,0.10878766222377005
1821,256,1,0.01,leakyrelu,0.0,1.2814436197280883,0.08149470530661777
1822,256,2,0.001,elu,0.01,1.5835842609405517,0.046029432019923044
1823,256,4,0.01,relu,0.01,1.61493022441864,0.07635395566274909
1824,256,5,0.001,elu,0.005,1.4539002418518066,0.07403962200025624
1825,128,1,0.0001,elu,1e-05,1.2205405950546264,0.07219027444784172
1826,128,4,0.001,relu,0.0001,1.3228439331054687,0.059808429811211636
1827,256,2,0.0001,relu,0.01,1.511312198638916,0.08164025831848484
1828,256,4,0.0001,relu,0.005,1.7072126150131226,0.06811550852567146
1829,256,1,0.01,leakyrelu,1e-05,1.3092134475708008,0.0786338504896311
1830,256,3,0.1,leakyrelu,0.0001,86.9911114692688,75.38954646323036
1831,4,1,0.001,relu,1e-05,1.4655858278274536,0.19336900156728878
1832,1,1,0.001,relu,0.0,2.998815631866455,0.06846399012854769
1833,256,4,0.01,elu,0.0,1.391376519203186,0.12489589341131005
1834,256,2,0.001,leakyrelu,0.0,1.2135713815689086,0.09801275319886305
1835,128,4,0.001,relu,0.001,1.4712334871292114,0.08306754077673646
1836,256,1,0.01,leakyrelu,0.0001,1.2873537063598632,0.1396186561377902
1837,256,3,0.1,leakyrelu,0.001,933.2961792469025,1754.683888584762
1838,256,4,0.01,elu,1e-05,1.4543004035949707,0.14343759924729094
1839,256,5,0.0001,relu,1e-05,1.2776489496231078,0.07857775164041712
1840,256,3,0.0001,elu,0.01,1.5903979778289794,0.0768054340935594
1841,256,1,0.01,leakyrelu,0.001,1.3242733240127564,0.06736369096010592
1842,256,4,0.01,elu,0.0001,1.4584115266799926,0.13800948307109318
1843,256,3,0.1,leakyrelu,0.005,140.39124643802643,276.860231803402
1844,256,3,0.0001,relu,0.001,1.527176523208618,0.09826448514127409
1845,128,3,0.0001,leakyrelu,0.0,1.1942509651184081,0.07808230579411882
1846,256,2,0.001,leakyrelu,1e-05,1.225812840461731,0.08847770352803927
1847,256,1,0.01,leakyrelu,0.005,1.5590641498565674,0.08183204553244096
1848,256,5,0.001,elu,0.01,1.5829833507537843,0.0895621931530374
1849,256,3,0.1,leakyrelu,0.01,97.79026918411255,190.90942130822447
1850,256,4,0.01,elu,0.001,1.4640380859375,0.13806878448089133
1851,128,2,0.0001,elu,0.01,1.560157012939453,0.07721147009693205
1852,256,1,0.01,leakyrelu,0.01,1.6489708423614502,0.086987423808052
1853,128,4,0.001,relu,0.005,1.4739533424377442,0.08911404315639346
1854,256,5,0.0001,relu,0.0001,1.400715446472168,0.09792158496267991
1855,256,2,0.0001,elu,0.0,1.1940631151199341,0.08236700183356181
1856,256,1,0.1,relu,0.0,1.441815400123596,0.09371726604695357
1857,256,5,0.001,leakyrelu,0.0,1.2714194536209107,0.08856188334279128
1858,256,2,0.001,leakyrelu,0.0001,1.2883205890655518,0.09770622459210616
1859,1,1,0.001,relu,1e-05,3.8119810104370115,1.649241107106502
1860,256,4,0.01,elu,0.005,2.57911696434021,0.8017222864135986
1861,4,1,0.001,relu,0.0001,1.4730365037918092,0.11087835649843081
1862,256,1,0.1,relu,1e-05,1.4336078882217407,0.17762182358409803
1863,256,5,0.001,leakyrelu,1e-05,1.3829031705856323,0.15734423272147696
1864,256,4,0.01,elu,0.01,2.1862536668777466,0.3310037389881198
1865,128,5,0.0001,elu,0.01,1.5980298519134521,0.09416370266408754
1866,128,4,0.001,relu,0.01,1.5279388904571534,0.10305017232599718
1867,256,3,0.0001,leakyrelu,0.0,1.203691840171814,0.08132314078551156
1868,256,2,0.001,leakyrelu,0.001,1.3131068229675293,0.09413413895826965
1869,256,5,0.0001,relu,0.001,1.8495125770568848,0.0944671132799183
1870,256,4,0.01,leakyrelu,0.0,1.417290496826172,0.1957288439125821
1871,128,4,0.001,elu,0.0,1.1934337854385375,0.04547186509909569
1872,256,1,0.0001,relu,0.005,1.4146618843078613,0.0763891125086968
1873,256,5,0.1,relu,0.0001,6.560038638114929,2.629778949952233
1874,256,5,0.001,leakyrelu,0.0001,1.355905246734619,0.08588551187938746
1875,128,3,0.0001,leakyrelu,1e-05,1.1869358777999879,0.08503913677240064
1876,1,1,0.001,relu,0.0001,3.864700365066528,1.673143912793307
1877,256,4,0.01,leakyrelu,1e-05,1.5516608715057374,0.20609080130195648
1878,128,4,0.001,elu,1e-05,1.2093343019485474,0.07057062598021124
1879,256,2,0.0001,elu,1e-05,1.1792004108428955,0.08204893073985642
1880,128,5,0.0001,leakyrelu,0.0,1.2109492063522338,0.08955263826685345
