,units,layers,learning_rate,activation_function,lambda_reg,reg_type,mean_tr_loss,std_tr_loss,mean_val_loss,std_val_loss
0,2,3,0.1,relu,0.01,ridge,3.7051588535308837,1.8195509273358068,3.7826369762420655,1.9260623561124919
1,2,4,0.1,relu,0.0,lasso,4.719882011413574,2.047897773878053,4.746331977844238,2.0457310085317224
2,2,1,0.1,leakyrelu,1e-05,ridge,1.7936126232147216,0.13546022962035584,1.8404646635055542,0.16087271238894116
3,2,1,0.1,relu,0.0,lasso,1.7167783498764038,0.08831805153952213,1.6963715314865113,0.11623517751177573
4,2,5,0.1,elu,0.001,lasso,4.408786821365356,2.352752060216757,4.591068768501282,2.5279896596840565
5,2,2,0.1,elu,0.001,lasso,1.6706365108489991,0.12878338212018237,1.5742700338363647,0.09980324018833911
6,8,2,0.1,relu,0.0,lasso,1.37748863697052,0.09241044662273691,1.3350686073303222,0.05083891257007569
7,8,1,0.1,relu,0.01,ridge,1.6293986797332765,0.036947702035284885,1.7013377666473388,0.1282498573750354
8,8,2,0.1,leakyrelu,1e-05,ridge,1.4031930685043335,0.07351221517727859,1.5285105466842652,0.10788370373052471
9,2,4,0.1,leakyrelu,1e-05,ridge,1.632644486427307,0.047668784951042466,1.6765289306640625,0.17603876760486697
10,2,2,0.01,leakyrelu,1e-05,ridge,1.7870906591415405,0.13025830964349264,1.8322366952896119,0.15799076413719804
11,2,3,0.1,relu,0.1,lasso,5.1702169418334964,1.6950558133086568,5.156660890579223,1.8625489691666486
12,2,3,0.01,elu,0.001,lasso,1.7376971244812012,0.6151461767576069,1.8200303316116333,0.6298720418195979
13,2,1,0.1,relu,0.0,ridge,2.0107572793960573,0.5559739067510355,2.0107391595840456,0.47212975136368474
14,2,1,0.1,leakyrelu,0.0001,lasso,1.884754753112793,0.14210165705872588,1.8328761100769042,0.16512712599177762
15,8,2,0.01,relu,0.01,ridge,1.463690423965454,0.031452959830426314,1.5071997165679931,0.09924540302917549
16,2,2,0.01,relu,0.0,lasso,5.034100103378296,2.6191302655507656,5.142567086219787,2.795517622610866
17,2,5,0.01,relu,0.0,lasso,5.222550320625305,2.489064667744834,5.204184651374817,2.5387386936249507
18,8,2,0.1,relu,0.0,ridge,1.419397807121277,0.022355253768486273,1.4845267057418823,0.05216915149345516
19,2,4,0.1,relu,0.0,ridge,3.9198545694351195,2.7205991724138885,3.8792378425598146,2.6695317801517446
20,8,1,0.1,relu,0.1,lasso,3.2302787780761717,0.09480932482584177,3.115090847015381,0.09731291881101976
21,2,5,0.1,elu,0.001,ridge,1.8992438793182373,0.5285308131538861,2.0271575927734373,0.534914607662384
22,2,3,0.1,relu,0.1,ridge,5.220826196670532,1.5864413110316267,5.267896699905395,1.8121777837357729
23,2,4,0.01,relu,0.01,ridge,5.568129062652588,2.0619402074517588,5.602112102508545,2.0782507740447738
24,8,1,0.01,elu,0.001,lasso,1.2741687297821045,0.02863116582176975,1.3475728988647462,0.05313211211659937
25,2,1,0.1,relu,1e-05,lasso,1.8084205627441405,0.1754380301265998,1.8153750419616699,0.17061806096920545
26,2,2,0.1,elu,0.001,ridge,1.819291114807129,0.06437212161369513,1.8453805446624756,0.11907719037419982
27,2,5,0.01,leakyrelu,1e-05,ridge,1.8565016269683838,0.5550751750935539,1.8993772983551025,0.5888422505737176
28,2,1,0.01,relu,0.01,ridge,2.361682820320129,0.6158518661264983,2.381934642791748,0.6146911404158792
29,8,2,0.1,leakyrelu,0.0001,lasso,1.3986026763916015,0.02566969874360942,1.394600772857666,0.13677444627700913
30,2,4,0.1,leakyrelu,0.0001,lasso,1.6142272233963013,0.10169975249368021,1.743751883506775,0.11448653579689633
31,2,1,0.1,leakyrelu,0.0001,ridge,1.8700933694839477,0.15245607935881375,1.9441043376922607,0.20099612484212812
32,2,2,0.01,leakyrelu,0.0001,lasso,1.7117886543273926,0.12842038221070975,1.7387907028198242,0.10172090924892692
33,8,1,0.1,relu,0.1,ridge,2.791762685775757,0.04439584994464914,2.7657594680786133,0.13190919782712177
34,2,4,0.1,relu,1e-05,lasso,4.648586940765381,2.0726580086993707,4.7593278884887695,2.1407156912675673
35,8,2,0.1,relu,1e-05,lasso,1.3730390548706055,0.040315950485498325,1.4095327377319335,0.12638539587948794
36,2,1,0.1,relu,1e-05,ridge,1.9457545757293702,0.5650815697163156,1.9806561470031738,0.5800465122574973
37,8,2,0.1,leakyrelu,0.0001,ridge,1.406799817085266,0.05607562878663122,1.4099944591522218,0.09969625928761298
38,2,3,0.1,elu,0.0,lasso,1.8508195400238037,0.5423149937155826,1.799021577835083,0.6347862158153115
39,2,5,0.01,relu,0.0,ridge,5.469339036941529,2.125808059092909,5.504077291488647,2.198544708362112
40,8,2,0.01,relu,0.1,lasso,3.1738202571868896,0.28356847404790303,3.2092895030975344,0.29820136666762415
41,2,5,0.1,elu,0.01,lasso,3.2784915208816527,2.0693352782380354,3.1829875230789186,1.984212929050855
42,2,1,0.1,leakyrelu,0.001,lasso,1.809206223487854,0.10236155764510459,1.908553385734558,0.19661899114271575
43,2,2,0.01,relu,0.0,ridge,3.2275053024291993,2.128176704193168,3.1921749830245973,2.0049018561720686
44,2,2,0.1,elu,0.01,lasso,1.7884644746780396,0.12133504638486409,1.790965461730957,0.0810429561180195
45,2,4,0.1,leakyrelu,0.0001,ridge,1.6617130041122437,0.10875254515661205,1.6204678773880006,0.11179334070287328
46,2,1,0.01,relu,0.1,lasso,3.681386613845825,0.016601503578403162,3.7161328315734865,0.07416342652960227
47,2,4,0.1,relu,1e-05,ridge,3.6277530431747436,1.9055699753648712,3.718890738487244,1.715150027125966
48,8,1,0.1,elu,0.0,lasso,1.3689661979675294,0.04995473995170412,1.4729575157165526,0.21209715207952062
49,2,1,0.1,relu,0.0001,lasso,1.8114893674850463,0.09347466393702485,1.7562681913375855,0.1726901840991718
50,2,5,0.01,leakyrelu,0.0001,lasso,1.7967096328735352,0.5840681460209025,1.864784836769104,0.4898106830501886
51,8,2,0.1,relu,1e-05,ridge,1.4085000991821288,0.13601905164776137,1.434446358680725,0.08386920260300784
52,8,2,0.1,leakyrelu,0.001,lasso,1.4642468690872192,0.05392790737142117,1.5533180713653565,0.0821894527627141
53,2,3,0.1,elu,0.0,ridge,2.7600347995758057,2.214109908682963,2.789864754676819,2.332405320047285
54,8,1,0.01,elu,0.001,ridge,1.288570499420166,0.05654968126334475,1.3572717666625977,0.07114686727620155
55,2,2,0.01,leakyrelu,0.0001,ridge,1.7551262140274049,0.07630921087097559,1.7983002424240113,0.21155462030605895
56,2,1,0.1,leakyrelu,0.001,ridge,1.9134984016418457,0.1159327922538669,1.9906234979629516,0.1822795515596918
